Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Deception,Gender,Ethnicity,Highest education level completed,Household income (usd) [us participants only],2020 us presidential election,2024 us presidential election,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
691b79392e54fdede7ae99c3,5f494c1ba043204912fb6be1,APPROVED,Not Applicable,2025-11-17T19:36:32.341000Z,2025-11-17T19:50:04.575000Z,2025-11-17T20:11:06.248000Z,2025-11-17T19:50:05.133240Z,813.0,C16GZ4K4,3424,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),Latino/Hispanic,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,33,Female,White,United States,United States,United States,English,No,Full-Time
691b7941c5f125e098565179,6745f73ee7541460adbabcff,APPROVED,Not Applicable,2025-11-17T19:36:43.193000Z,2025-11-17T19:50:56.427000Z,2025-11-17T20:11:06.565000Z,2025-11-17T19:50:57.028443Z,854.0,C16GZ4K4,1186,"English, French",Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),Black/African American,Graduate degree (MA/MSc/MPhil/other),$50000–$59999,Donald Trump,Donald Trump,46,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b794cc95a0c2a626913a1,678b09ceb478d5c669bb0355,APPROVED,Not Applicable,2025-11-17T19:37:35.124000Z,2025-11-17T19:59:11.960000Z,2025-11-17T20:11:06.920000Z,2025-11-17T19:59:12.480306Z,1297.0,C16GZ4K4,1493,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Graduate degree (MA/MSc/MPhil/other),$50000–$59999,Donald Trump,Donald Trump,70,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b795d0d15683107c09e9b,66329b48f43cf984fdc252d3,APPROVED,Not Applicable,2025-11-17T19:37:07.165000Z,2025-11-17T19:44:11.234000Z,2025-11-17T20:11:07.388000Z,2025-11-17T19:44:11.658562Z,425.0,C16GZ4K4,2666,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Technical/community college,$60000–$69999,Donald Trump,Kamala Harris,64,Female,White,United States,United States,United States,English,No,Full-Time
691b79624ed5178bd96af704,65de5ddcc637719fe458fc76,APPROVED,Not Applicable,2025-11-17T19:42:56.621000Z,2025-11-17T20:08:30.985000Z,2025-11-17T20:11:07.734000Z,2025-11-17T20:08:31.394827Z,1535.0,C16GZ4K4,2584,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Black/African American,Undergraduate degree (BA/BSc/other),$50000–$59999,I did not vote,Donald Trump,32,Male,Black,United States,United States,United States,English,No,Full-Time
691b7965f99b24e9d65a7fda,680d155019b77b986ff85126,APPROVED,Not Applicable,2025-11-17T19:37:14.302000Z,2025-11-17T19:45:10.498000Z,2025-11-17T20:11:08.065000Z,2025-11-17T19:45:10.941278Z,477.0,C16GZ4K4,2669,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,More than $150000,Donald Trump,Donald Trump,65,Female,White,United States,United States,United States,English,No,Full-Time
691b797cca02c54526d53dd6,67fab19f7213ecd93b1fd717,APPROVED,Not Applicable,2025-11-17T19:37:39.097000Z,2025-11-17T19:43:53.139000Z,2025-11-17T20:11:08.468000Z,2025-11-17T19:43:53.526517Z,375.0,C16GZ4K4,1732,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Doctorate degree (PhD/other),More than $150000,Donald Trump,I did not vote,56,Male,White,United States,United States,United States,English,No,Full-Time
691b797d3ed2ff6a5a405a1b,67a62f17a81104f3f22f32e8,APPROVED,Not Applicable,2025-11-17T19:38:18.138000Z,2025-11-17T19:44:32.491000Z,2025-11-17T20:11:08.874000Z,2025-11-17T19:44:32.904142Z,375.0,C16GZ4K4,3027,"English, Spanish",Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Mixed,Undergraduate degree (BA/BSc/other),More than $150000,Other candidate,Donald Trump,46,Male,Mixed,United States,United States,United States,English,No,Full-Time
691b799687c963f1990c5de5,5a54f0daac562400015388da,APPROVED,Not Applicable,2025-11-17T19:38:58.451000Z,2025-11-17T19:44:07.243000Z,2025-11-17T20:11:09.184000Z,2025-11-17T19:44:07.626617Z,309.0,C16GZ4K4,3892,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Undergraduate degree (BA/BSc/other),More than $150000,Donald Trump,Donald Trump,44,Female,White,United States,United States,United States,English,No,Full-Time
691b799d3ca0441259d9dbed,5bc0af535ea1020001f9352d,APPROVED,Not Applicable,2025-11-17T19:38:09.529000Z,2025-11-17T19:49:57.929000Z,2025-11-17T20:11:10.418000Z,2025-11-17T19:49:58.349613Z,709.0,C16GZ4K4,3941,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Technical/community college,$50000–$59999,I did not vote,I did not vote,56,Female,White,United States,United States,United States,English,No,Full-Time
691b799ed2566ecfb1b74337,6600a119385d8631c41cd795,APPROVED,Not Applicable,2025-11-17T19:38:18.044000Z,2025-11-17T19:49:09.586000Z,2025-11-17T20:11:10.735000Z,2025-11-17T19:49:09.985607Z,652.0,C16GZ4K4,6024,"English, Spanish",Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Joe Biden,Donald Trump,37,Male,White,United States,United States,United States,English,No,Full-Time
691b79b51dc5a6cce8f2f209,673bf98fb59b6d9e50a9080c,APPROVED,Not Applicable,2025-11-17T19:42:27.385000Z,2025-11-17T20:00:16.387000Z,2025-11-17T20:11:11.697000Z,2025-11-17T20:00:16.863767Z,1070.0,C16GZ4K4,1898,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,28,Male,White,United States,United States,United States,English,No,Full-Time
691b79cefb16e4b0755df740,676ca3da9773676ad989ef10,APPROVED,Not Applicable,2025-11-17T19:39:04.685000Z,2025-11-17T19:45:31.017000Z,2025-11-17T20:11:12.068000Z,2025-11-17T19:45:31.429239Z,387.0,C16GZ4K4,7112,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$60000–$69999,I did not vote,Donald Trump,56,Male,White,United States,United States,United States,English,No,Full-Time
691b79dcc848ed0f4fd53dcc,5ec62902bb44c16b842128f9,APPROVED,Not Applicable,2025-11-17T19:39:18.717000Z,2025-11-17T19:46:54.275000Z,2025-11-17T20:11:12.472000Z,2025-11-17T19:46:54.703992Z,456.0,C16GZ4K4,9190,"English, Spanish, Portuguese",Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$50000–$59999,Joe Biden,Donald Trump,38,Male,White,United States,United States,United States,Portuguese,No,Full-Time
691b79e0eea7dbf8f2aed806,5ef6c997bddec33cfaed40c7,APPROVED,Not Applicable,2025-11-17T19:39:19.770000Z,2025-11-17T19:43:22.190000Z,2025-11-17T20:11:12.762000Z,2025-11-17T19:43:22.598927Z,243.0,C16GZ4K4,4529,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,High school diploma/A-levels,$50000–$59999,Donald Trump,Donald Trump,46,Male,White,United States,United States,United States,English,No,Full-Time
691b79e5249cb6befcb329cb,67f6d9e14d5858617cf09b09,APPROVED,Not Applicable,2025-11-17T19:39:20.704000Z,2025-11-17T19:45:59.440000Z,2025-11-17T20:11:13.071000Z,2025-11-17T19:46:00.190909Z,399.0,C16GZ4K4,519,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Technical/community college,$80000–$89999,Donald Trump,Donald Trump,41,Male,White,United States,United States,United States,English,No,Full-Time
691b79fde2dda19f2ebaabed,63d2a4b549eb02187fd40092,APPROVED,Not Applicable,2025-11-17T19:39:47.538000Z,2025-11-17T19:47:43.624000Z,2025-11-17T20:11:13.366000Z,2025-11-17T19:47:43.993571Z,477.0,C16GZ4K4,9112,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Technical/community college,$70000–$79999,I did not vote,Donald Trump,40,Male,White,United States,United States,United States,English,No,Full-Time
691b79fe787bb6e0524d30cc,6825af939111d286546fdde6,APPROVED,Not Applicable,2025-11-17T19:39:42.203000Z,2025-11-17T19:45:06.741000Z,2025-11-17T20:11:13.641000Z,2025-11-17T19:45:07.146672Z,325.0,C16GZ4K4,4892,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,42,Female,White,United States,United States,United States,English,No,Part-Time
691b7a02180d96d83ae73e81,66293a97afaf09c613477f83,APPROVED,Not Applicable,2025-11-17T19:39:49.227000Z,2025-11-17T19:51:38.374000Z,2025-11-17T20:11:13.953000Z,2025-11-17T19:51:38.794363Z,710.0,C16GZ4K4,4335,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,Less than $10000,Donald Trump,Donald Trump,57,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
691b7a099cb738fba0b0e2a1,60bd4bfc88b646e72d772977,APPROVED,Not Applicable,2025-11-17T19:39:57.374000Z,2025-11-17T19:43:22.097000Z,2025-11-17T20:11:14.353000Z,2025-11-17T19:43:22.523241Z,205.0,C16GZ4K4,9836,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Technical/community college,$60000–$69999,Donald Trump,Donald Trump,35,Female,White,United States,United States,United States,English,No,Full-Time
691b7a118648ea7002ce0888,682b76cd7d1dde59f69b3b71,APPROVED,Not Applicable,2025-11-17T19:40:01.372000Z,2025-11-17T19:48:21.191000Z,2025-11-17T20:11:14.744000Z,2025-11-17T19:48:21.653423Z,500.0,C16GZ4K4,4535,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,46,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
691b7a14238334c5f624794c,678af0a3161e3e871bbade54,APPROVED,Not Applicable,2025-11-17T19:40:32.971000Z,2025-11-17T19:50:17.367000Z,2025-11-17T20:11:15.126000Z,2025-11-17T19:50:17.798343Z,585.0,C16GZ4K4,5083,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,24,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b7a1481014e713475309e,64602202550aa320d8de4330,APPROVED,Not Applicable,2025-11-17T19:40:07.911000Z,2025-11-17T19:49:12.799000Z,2025-11-17T20:11:15.515000Z,2025-11-17T19:49:13.245309Z,545.0,C16GZ4K4,3944,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Technical/community college,$80000–$89999,Donald Trump,Donald Trump,54,Male,White,United States,United States,United States,English,No,Full-Time
691b7a17aa75b5851deb1322,559d303cfdf99b7e7408f0c2,APPROVED,Not Applicable,2025-11-17T19:40:13.166000Z,2025-11-17T19:48:19.772000Z,2025-11-17T20:11:15.802000Z,2025-11-17T19:48:20.207006Z,487.0,C16GZ4K4,3831,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$16000–$19999,Donald Trump,Donald Trump,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691b7a1b73d2da2716bb15ad,672ce4b6444bb28ed1573e5a,APPROVED,Not Applicable,2025-11-17T19:40:27.376000Z,2025-11-17T19:49:30.134000Z,2025-11-17T20:11:16.165000Z,2025-11-17T19:49:30.558150Z,543.0,C16GZ4K4,2039,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Black/African American,Technical/community college,$10000–$15999,Joe Biden,Donald Trump,41,Male,Black,United States,United States,United States,English,No,Full-Time
691b7a30e4abcbeb3cae0c9d,6647687c4e426658c608e92e,APPROVED,Not Applicable,2025-11-17T19:40:37.478000Z,2025-11-17T19:48:08.076000Z,2025-11-17T20:11:17.130000Z,2025-11-17T19:48:08.521487Z,451.0,C16GZ4K4,4415,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),More than $150000,Joe Biden,Kamala Harris,33,Male,White,United States,United States,United States,English,No,Full-Time
691b7a334936f86ada2956bb,6564945a98aa29adc95a4672,APPROVED,Not Applicable,2025-11-17T19:40:41.094000Z,2025-11-17T19:47:18.366000Z,2025-11-17T20:11:17.570000Z,2025-11-17T19:47:18.757293Z,398.0,C16GZ4K4,3721,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$90000–$99999,Donald Trump,Donald Trump,37,Female,White,United States,United States,United States,English,No,Full-Time
691b7a3478ef3650317f33b2,656a45f50e3a147cd0cb8216,APPROVED,Not Applicable,2025-11-17T19:41:16.263000Z,2025-11-17T19:46:03.124000Z,2025-11-17T20:11:17.952000Z,2025-11-17T19:46:03.513886Z,287.0,C16GZ4K4,3364,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Undergraduate degree (BA/BSc/other),$90000–$99999,Donald Trump,Donald Trump,46,Female,White,United States,United States,United States,English,No,Full-Time
691b7a489325795b271d069c,6712b53345c966536d238e89,APPROVED,Not Applicable,2025-11-17T19:40:59.337000Z,2025-11-17T19:49:11.049000Z,2025-11-17T20:11:20.304000Z,2025-11-17T19:49:11.486629Z,492.0,C16GZ4K4,4977,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,High school diploma/A-levels,$70000–$79999,Donald Trump,Donald Trump,37,Male,White,United States,United States,United States,English,No,Full-Time
691b7a4c9ae370fd289f7c3f,6517301b6d21d25e19c7e501,APPROVED,Not Applicable,2025-11-17T19:42:56.725000Z,2025-11-17T19:47:32.661000Z,2025-11-17T20:11:21.630000Z,2025-11-17T19:47:33.099568Z,276.0,C16GZ4K4,5234,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Technical/community college,$40000–$49999,Donald Trump,Donald Trump,51,Male,White,United States,United States,United States,English,No,Full-Time
691b7a4edf4f27e3143efa3e,5e076480c4e1550e2114f006,APPROVED,Not Applicable,2025-11-17T19:41:06.299000Z,2025-11-17T19:47:46.901000Z,2025-11-17T20:11:21.985000Z,2025-11-17T19:47:47.337861Z,401.0,C16GZ4K4,3662,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Latino/Hispanic,High school diploma/A-levels,$50000–$59999,I did not vote,Donald Trump,48,Male,Other,United States,United States,United States,English,No,Full-Time
691b7a57f15c67a26b88496f,670218c2b67aa153fd9164fb,APPROVED,Not Applicable,2025-11-17T19:41:17.517000Z,2025-11-17T19:47:39.328000Z,2025-11-17T20:11:22.412000Z,2025-11-17T19:47:39.716123Z,382.0,C16GZ4K4,2263,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$30000–$39999,Donald Trump,Donald Trump,43,Male,White,United States,United States,United States,English,No,Full-Time
691b7a637ffc42a5dbc345df,60bd28cc95ab27d4f4f6ada3,APPROVED,Not Applicable,2025-11-17T19:41:29.248000Z,2025-11-17T19:49:56.371000Z,2025-11-17T20:11:22.862000Z,2025-11-17T19:49:56.829570Z,508.0,C16GZ4K4,10689,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Doctorate degree (PhD/other),More than $150000,Donald Trump,Donald Trump,58,Male,White,United States,United States,United States,English,No,Full-Time
691b7a67f0bd6d076ebf57c4,675a2864cf3d9d870639c42b,APPROVED,Not Applicable,2025-11-17T19:41:30.929000Z,2025-11-17T19:49:43.455000Z,2025-11-17T20:11:23.335000Z,2025-11-17T19:49:43.895188Z,493.0,C16GZ4K4,3379,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),Less than $10000,Donald Trump,Donald Trump,26,Male,White,United States,United States,United States,English,No,Full-Time
691b7a69e0d08f9dd446f1cd,62b2132a781ad15631672d81,APPROVED,Not Applicable,2025-11-17T19:41:37.406000Z,2025-11-17T19:47:25.885000Z,2025-11-17T20:11:23.772000Z,2025-11-17T19:47:26.280662Z,349.0,C16GZ4K4,2383,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,More than $150000,Donald Trump,Donald Trump,47,Female,White,Germany,United States,United States,English,No,Part-Time
691b7a6d0dc01fdc549c6528,67f06192529886aa3bddd0b6,APPROVED,Not Applicable,2025-11-17T19:41:46.482000Z,2025-11-17T19:47:42.738000Z,2025-11-17T20:11:24.056000Z,2025-11-17T19:47:43.115044Z,357.0,C16GZ4K4,888,"English, Cantonese",Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),East Asian,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Donald Trump,Donald Trump,33,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b7a6e27ecf6fe8e0ebf29,66c0f464e0ff62798027b486,APPROVED,Not Applicable,2025-11-17T19:50:40.413000Z,2025-11-17T20:04:59.121000Z,2025-11-17T20:11:24.335000Z,2025-11-17T20:04:59.644694Z,859.0,C16GZ4K4,3481,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Mixed,Undergraduate degree (BA/BSc/other),Less than $10000,Donald Trump,Donald Trump,25,Male,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
691b7a6ff0bd6d076ebf57c7,65c63f9b7a891fff8a4c45a2,APPROVED,Not Applicable,2025-11-17T19:41:41.379000Z,2025-11-17T19:48:32.382000Z,2025-11-17T20:11:24.614000Z,2025-11-17T19:48:32.827700Z,412.0,C16GZ4K4,2248,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$30000–$39999,Donald Trump,Donald Trump,73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691b7a74df6d18742e817a01,67e072da6334afcc7043ae4a,APPROVED,Not Applicable,2025-11-17T19:41:53.684000Z,2025-11-17T19:51:12.539000Z,2025-11-17T20:11:24.905000Z,2025-11-17T19:51:13.025091Z,559.0,C16GZ4K4,719,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Doctorate degree (PhD/other),$100000–$149999,Donald Trump,Donald Trump,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b7a798f09fd3f557be5be,5ea720a669cae10d910fba3e,APPROVED,Not Applicable,2025-11-17T19:41:49.518000Z,2025-11-17T19:55:01.329000Z,2025-11-17T20:11:25.271000Z,2025-11-17T19:55:01.702325Z,792.0,C16GZ4K4,4106,"English, French",Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),Caribbean,Graduate degree (MA/MSc/MPhil/other),More than $150000,Joe Biden,Donald Trump,37,Female,Black,United States,United States,United States,English,No,Full-Time
691b7a7b32c6e7150f26a7c7,63eceb160f69b779c757c48b,APPROVED,Not Applicable,2025-11-17T19:42:17.723000Z,2025-11-17T19:51:53.526000Z,2025-11-17T20:11:25.560000Z,2025-11-17T19:51:53.912949Z,576.0,C16GZ4K4,4383,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Technical/community college,$80000–$89999,Donald Trump,Donald Trump,61,Female,White,United States,United States,United States,English,No,Part-Time
691b7a7f4660df676c99035e,5c1b9212bfd9220001a9ada0,APPROVED,Not Applicable,2025-11-17T19:42:04.618000Z,2025-11-17T19:46:36.240000Z,2025-11-17T20:11:25.856000Z,2025-11-17T19:46:36.621447Z,272.0,C16GZ4K4,10113,"English, Spanish",Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,34,Male,White,United States,United States,United States,English,No,Full-Time
691b7a863fbe9734b3d09709,66522e08062d6f7b7d78eafa,APPROVED,Not Applicable,2025-11-17T19:42:10.183000Z,2025-11-17T19:46:42.046000Z,2025-11-17T20:11:26.160000Z,2025-11-17T19:46:42.496284Z,272.0,C16GZ4K4,1272,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Undergraduate degree (BA/BSc/other),$40000–$49999,Joe Biden,Kamala Harris,47,Female,White,United States,United States,United States,English,No,Full-Time
691b7a8eaff303c8f38c3c85,588e02b13326830001bc29cd,APPROVED,Not Applicable,2025-11-17T19:42:10.534000Z,2025-11-17T19:51:56.067000Z,2025-11-17T20:11:26.436000Z,2025-11-17T19:51:56.525658Z,586.0,C16GZ4K4,6691,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$80000–$89999,Donald Trump,Donald Trump,45,Female,White,United States,United States,United States,English,No,Full-Time
691b7a8ed7fe9dae8ceeeff6,67e18df3adc77c0702ba396b,APPROVED,Not Applicable,2025-11-17T19:42:34.561000Z,2025-11-17T20:00:59.388000Z,2025-11-17T20:11:26.698000Z,2025-11-17T20:00:59.821203Z,1105.0,C16GZ4K4,2899,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Graduate degree (MA/MSc/MPhil/other),$50000–$59999,Joe Biden,Donald Trump,63,Male,White,United States,United States,United States,English,DATA_EXPIRED,Other
691b7a92d913a0bcbccfef64,5e04446a783225ee6e9ed929,APPROVED,Not Applicable,2025-11-17T19:42:16.378000Z,2025-11-17T19:49:57.899000Z,2025-11-17T20:11:26.968000Z,2025-11-17T19:49:58.382407Z,462.0,C16GZ4K4,3270,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$80000–$89999,Donald Trump,Donald Trump,47,Male,White,United States,United States,United States,English,No,Full-Time
691b7a963fbe9734b3d0970c,64a2be5c2053c3002cf8bbfc,APPROVED,Not Applicable,2025-11-17T19:43:19.657000Z,2025-11-17T19:51:16.980000Z,2025-11-17T20:11:27.238000Z,2025-11-17T19:51:17.397496Z,478.0,C16GZ4K4,7212,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Technical/community college,$40000–$49999,Donald Trump,Donald Trump,70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691b7a9bda5a8c3afa3eec7a,643bd22e67aeded15060e447,APPROVED,Not Applicable,2025-11-17T19:42:25.611000Z,2025-11-17T19:58:55.638000Z,2025-11-17T20:11:27.510000Z,2025-11-17T19:58:56.004781Z,991.0,C16GZ4K4,8030,English,Republican,"Yes, I would be comfortable to take part in such a study",Non-binary (would like to give more detail),White Sephardic Jew,Technical/community college,$50000–$59999,Donald Trump,Donald Trump,61,Female,Mixed,United States,United States,United States,English,Yes,Full-Time
691b7ab54b4b3caa13522e82,6334b0fc574064de4e68f578,APPROVED,Not Applicable,2025-11-17T19:42:49.180000Z,2025-11-17T19:48:48.719000Z,2025-11-17T20:11:27.907000Z,2025-11-17T19:48:49.149284Z,360.0,C16GZ4K4,7619,"English, Spanish",Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$50000–$59999,Donald Trump,Donald Trump,65,Female,White,United States,United States,United States,English,No,Full-Time
691b7ae439abad1223e451c5,67cee8d6088dc3c843f48e48,APPROVED,Not Applicable,2025-11-17T19:43:40.374000Z,2025-11-17T20:02:27.776000Z,2025-11-17T20:11:28.250000Z,2025-11-17T20:02:28.278099Z,1128.0,C16GZ4K4,1830,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Other (please feel free to let us know your ethnicity via email),Graduate degree (MA/MSc/MPhil/other),Less than $10000,Donald Trump,Donald Trump,46,Male,Other,United States,United States,United States,English,No,Full-Time
691b7ae953d2e6ff2cfecf7d,5dd1df8fb48da3240ca85c45,APPROVED,Not Applicable,2025-11-17T19:43:42.562000Z,2025-11-17T19:51:41.657000Z,2025-11-17T20:11:28.595000Z,2025-11-17T19:51:42.040074Z,480.0,C16GZ4K4,4317,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$60000–$69999,Donald Trump,Donald Trump,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691b7aebd447241ab26a18ab,63ea538fb9558d21e27d41b8,APPROVED,Not Applicable,2025-11-17T19:44:47.740000Z,2025-11-17T19:57:38.163000Z,2025-11-17T20:11:28.991000Z,2025-11-17T19:57:38.553830Z,771.0,C16GZ4K4,2107,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),Less than $10000,Other candidate,I did not vote,44,Male,White,Germany,United States,United States,English,No,DATA_EXPIRED
691b7af42939550fe9defbaf,60c4e1091b936c7b812e5af4,APPROVED,Not Applicable,2025-11-17T19:43:52.362000Z,2025-11-17T19:50:25.470000Z,2025-11-17T20:11:29.279000Z,2025-11-17T19:50:25.893803Z,394.0,C16GZ4K4,9331,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,48,Male,White,United States,United States,United States,English,No,Full-Time
691b7af7093dbc773b6726b3,63ecff07b619306f41db42fa,APPROVED,Not Applicable,2025-11-17T19:43:54.790000Z,2025-11-17T19:49:45.825000Z,2025-11-17T20:11:29.643000Z,2025-11-17T19:49:46.231604Z,352.0,C16GZ4K4,5174,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,High school diploma/A-levels,$40000–$49999,I did not vote,I did not vote,35,Male,White,United States,United States,United States,English,No,Full-Time
691b7afbec460aeb93ca1457,67ea8e9f51f8c1e6ffbb8f3b,APPROVED,Not Applicable,2025-11-17T19:50:42.870000Z,2025-11-17T20:12:05.137000Z,2025-11-17T20:12:39.864000Z,2025-11-17T20:12:05.568707Z,1283.0,C16GZ4K4,2174,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Black/African American,Graduate degree (MA/MSc/MPhil/other),$90000–$99999,Donald Trump,Donald Trump,52,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
691b7afe491087c7a58a0ddd,6628a3681315ec7685cfcf21,APPROVED,Not Applicable,2025-11-17T19:44:06.269000Z,2025-11-17T20:05:20.875000Z,2025-11-17T20:11:29.972000Z,2025-11-17T20:05:21.402804Z,1275.0,C16GZ4K4,2244,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,35,Male,White,United States,United States,United States,English,No,Full-Time
