Submission id,Fluent languages,U.s. political affiliation,Deception,Gender,Ethnicity,Highest education level completed,Household income (usd) [us participants only],2020 us presidential election,2024 us presidential election,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
691b8d4187edd988c147f35f,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Undergraduate degree (BA/BSc/other),More than $150000,Donald Trump,Donald Trump,57,Female,White,United States,United States,United States,English,No,Full-Time
691b8dce8583050b82b0ea80,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Technical/community college,$90000–$99999,Donald Trump,I did not vote,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b8de9eea7dbf8f2aeded9,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Technical/community college,$80000–$89999,I did not vote,Donald Trump,34,Male,White,United States,United States,United States,English,No,Full-Time
691b8eba0414f4ba43fb98ab,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Latino/Hispanic,High school diploma/A-levels,$80000–$89999,Donald Trump,Donald Trump,37,Male,White,United States,United States,United States,English,No,Full-Time
691b8fc6f9f9dc8f26084819,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,63,Male,White,United States,United States,United States,English,No,Full-Time
691b8fc8860ef69cedc843e2,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Latino/Hispanic,Undergraduate degree (BA/BSc/other),$80000–$89999,Donald Trump,Donald Trump,55,Male,White,United States,United States,United States,English,Yes,Full-Time
691b900394c58acbb37c248f,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),East Asian,Undergraduate degree (BA/BSc/other),$60000–$69999,Donald Trump,Donald Trump,40,Male,Mixed,Pakistan,United States,United States,English,No,Full-Time
691b9022548aac394b5c19cf,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),East Asian,Technical/community college,$70000–$79999,Donald Trump,Donald Trump,66,Male,Asian,United States,United States,United States,English,No,Full-Time
691b90a4eb08cdfbfa91645c,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Graduate degree (MA/MSc/MPhil/other),$50000–$59999,Donald Trump,Donald Trump,68,Female,White,United States,United States,United States,English,No,Other
691b914fccef6a324b05ac0e,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,Less than $10000,Donald Trump,Donald Trump,54,Female,White,United States,United States,United States,English,No,Other
691b94624244df777525b144,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b94cf0894888d694ced1f,"Dutch, English, French, Korean, Japanese, Spanish",Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Black/African American,Undergraduate degree (BA/BSc/other),$100000–$149999,Donald Trump,Donald Trump,28,Male,Black,United States,United States,United States,English,No,Full-Time
691b95fe7ba33dd6fafa8fdc,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Technical/community college,Less than $10000,Donald Trump,Donald Trump,59,Female,White,United States,United States,United States,English,No,Full-Time
691b9696514959588661c077,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),Latino/Hispanic,Technical/community college,$90000–$99999,Donald Trump,Donald Trump,50,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b987e15e2c63d519413fc,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,Doctorate degree (PhD/other),More than $150000,Donald Trump,Donald Trump,49,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
691b9b863a4ec7cc7a98eb12,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Graduate degree (MA/MSc/MPhil/other),$60000–$69999,Donald Trump,Donald Trump,73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691ba29ae651019f70eaa5c4,English,Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),White,High school diploma/A-levels,$20000–$29999,Donald Trump,Donald Trump,78,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691b7659c4bfbe28186c8137,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b7666f551de7b868832de,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b76c5911563dabaf6282d,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b7a2987f5e99ddf84b74e,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b7c25255bd187f5915c84,"English, Spanish",Republican,"Yes, I would be comfortable to take part in such a study",Woman (including Trans Female/Trans Woman),Latino/Hispanic,Undergraduate degree (BA/BSc/other),$40000–$49999,Joe Biden,Donald Trump,40,Female,Mixed,United States,United States,United States,English,No,Full-Time
691b7c860301cc88cc63c502,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b7d06c3d6e14460aed75e,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b7daedda2ae8ceff7eb17,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691b822d55fd49bb2d03e1a3,English,Republican,"Yes, I would be comfortable to take part in such a study",Man (including Trans Male/Trans Man),White,Graduate degree (MA/MSc/MPhil/other),$30000–$39999,Donald Trump,Donald Trump,43,Male,White,United States,United States,United States,English,No,Full-Time
